UX,UY,UZ,RX,RY,RZ
0.0,0.0,0.0,0.0,0.0,0.0
0.22146841931817335,-0.09949255112413477,-0.007944155233672106,1.4497117009358219e-06,8.89048827752097e-07,2.9616626155495664e-08
1.0870276507052736,-0.46321766092443395,-0.035895949453215406,5.525734167793225e-06,1.551514056388211e-06,3.2958800341532665e-07
2.7955304016147045,-1.0911485309069766,-0.08599750926429914,1.1555551442636942e-05,3.199366153839338e-07,1.4149572970372942e-06
5.405765030706396,-1.8650026401724864,-0.16182915346812504,1.7886897447092523e-05,-3.3374489070162447e-07,3.5854855888248954e-06
9.026365122935989,-2.7001412376552563,-0.2734434722997244,2.4914804132368073e-05,1.8631034759910142e-06,6.660811459130019e-06
13.728532111737511,-3.490095045700393,-0.4210776935853743,3.3876008030674635e-05,7.611604678473153e-06,1.0465571985177412e-05
19.593289385772124,-4.052729501510402,-0.5965028133109399,4.130827452445878e-05,1.6228175725663988e-05,1.4577234254524869e-05
26.834632747228063,-4.225664220497812,-0.8071086215564645,4.506069046341482e-05,2.9097535598046748e-05,1.7624965835969222e-05
35.78551009976856,-3.9363016217098763,-1.079575485978437,4.5132594868773626e-05,5.467646831857752e-05,1.806006756271592e-05
46.56093477034644,-3.173138745346339,-1.4278593925034617,4.088585674941385e-05,0.00010165369445440557,1.618226325004047e-05
58.66656315256515,-1.94848827947145,-1.821974623430947,3.4363035863457016e-05,0.00016402120439051502,1.64546289459945e-05
71.18663528364048,-0.27952831192815086,-2.201917994825912,2.4994809148203435e-05,0.00022298725256587458,2.5255972975843735e-05
83.49494907556964,1.6916100531007199,-2.5440944179400806,1.1681406817738771e-05,0.00027126700508936806,4.260453960519075e-05
95.44627438022192,3.6411395462763103,-2.8802653498373214,2.851778295563018e-07,0.0003204601771250227,6.072126447336854e-05
106.75930833478921,5.345383321772193,-3.2171874691650615,-3.7616310761199595e-06,0.000373334764055855,7.436037778864871e-05
116.81869823249907,6.907331326013589,-3.5002427853212073,-4.258505143433777e-06,0.00041244707350988294,8.740358713411867e-05
