UX,UY,UZ,RX,RY,RZ
75.92832415102777,33.3409467169616,-2.5884729271146365,-0.0008599774982124221,0.0012317760085628522,-9.132315916156626e-05
60.506336645825925,17.368968371069204,-0.2040641101568658,0.0002677236501656488,-0.0003586527385004395,-4.413008278386961e-05
62.96311364748663,13.759776102447175,-1.3320620729566794,0.0002225936294933021,-0.00015830258667263268,1.671068425631456e-05
69.51203838340187,14.050545714692626,-2.077387738684988,0.00020516463916531248,0.00017801874289689564,5.6507164617262116e-05
63.454453224666025,22.724683253538092,-2.7814090115142376,-0.00021172972974678112,0.0008368127856504743,4.402587814133946e-05
21.181242044021488,43.001845197463226,-1.147986279495014,-4.258550470474574e-05,-0.0021436143905179442,0.00042063575868609646
110.2538022076255,56.067734342106846,-9.80648068332322,-0.000680412535340012,0.0016634995712509484,-0.0007293167838658978
135.03190241877644,41.820534294600975,-10.86324572988105,3.098095558219976e-05,0.0025311442925322076,-0.0009247964245876399
64.35999766952017,48.95136915919912,-6.879400403571645,-0.0005741192449862125,0.0004732178569120049,0.0007842959626363345
6.948546541160776,36.17908342774197,-2.0647901583992847,-0.0002869987364471416,-0.0007926008634113302,0.001015032012629263
-6.58711241906876,11.546225095395176,-0.1794925441595332,0.00025187026698369715,0.00018020289512218335,0.0003985052320876256
-28.276111869908707,-3.0949063403790507,1.9998149321942502,0.0003459896344991835,-0.00012724041965077751,5.374259992246602e-05
-51.04103286680222,0.0312330617884945,2.83686474607612,-0.0002764825461015232,-0.0006333166632197701,0.00021487052721714349
-63.287873616155444,-5.4875238059384035,3.992107283283428,-0.00028731588330764936,-0.0008621212018123607,0.00021363152475323404
-51.77018582418303,-30.68966855934783,4.745950113293131,0.0005120546635296569,0.0002721632374819699,-0.00011251991784379822
-68.47324622566947,-38.02017859800429,5.9466828930882265,0.00012454185273921053,-0.0007473648118034261,-0.00012428257712973455
-57.08968558834431,-48.768854869577005,4.917954801114099,0.0003404366020111256,-0.00015144595588530114,-0.00019038913168354437
-54.73772616109821,-51.951248963712,4.348271564068937,0.0007544859716844808,0.00043803767176648863,-0.00037184102436545305
-99.36153949078198,-17.541534430425635,4.511721474408166,-0.00033585102080068146,-0.0012355317187409936,0.0006642631595592668
-88.86735905267759,-7.529948235621727,2.6200704816490776,-0.000673999781562083,-0.001242331285093851,0.00037282037013535417
-25.82286910132594,-35.03607873745199,-0.13588852503327623,0.00018287470268441095,0.0006638500386881588,-0.0009130571936623846
-3.1853234539038806,-45.52268365668452,-1.0705680996425122,0.0001357502248391031,0.0010894580069913836,-0.0009369816472689175
-23.08580413277862,-51.600572716684965,1.0629036576991997,0.0005294429964968065,0.0005025798779458013,-0.0004128342574404694
-56.461051001124666,-42.24998349105692,2.831961322730669,0.0003647068760257639,-0.0002461298135694314,0.000537880494896997
-78.19170886684856,-23.028151730373565,2.8622575342487755,-0.0001951322362669932,-0.00033143569582267356,0.001222755556423229
-88.5829156256782,-19.660301849862826,3.5761714562073617,-0.00021108895614667636,-0.0004627980779803471,0.0009213962970992323
-86.52309237498334,-38.11702480778241,5.427307887527902,0.0001977641485288611,-0.0006472474603592626,0.00018160600053270952
-71.96889328555825,-51.739902360941144,6.063617663792578,0.00029854888372348294,-0.000329166215313985,-0.0005461790297325911
-66.74803403011624,-54.27129811645859,6.526457713959462,0.00022234535335603122,-0.0006169198230116981,-0.0007467716737115187
-48.69403141285298,-54.35635069338852,5.603799344868499,0.00029715289601120427,-0.0005024353950429318,-0.0007547120373779497
-17.158083662199886,-47.86285385697293,3.257219428564501,0.0006795833523764343,0.0003772078960158389,-0.0011833351436245927
-18.409376523078645,-13.708744365436896,1.1183537593794692,-0.00010071347637980933,0.00011192759728728628,-0.0007031420998174212
-36.014859474027816,15.812907974379023,0.7563530281836004,-0.000588556892820546,-0.0009171390215945653,-8.6353247016117e-05
-11.119083386090603,22.4578947672098,-1.043606742930072,-0.0004096374332127506,-0.0004483623574211901,-0.00020040879381876984
29.296481773215493,17.522078108029252,-3.1699491250363154,-0.0003786611679222381,0.00022603522921983146,-0.0004453587526204024
63.27575259338831,-0.846776446963054,-3.5443663623300434,0.00037560567337014734,0.0008578103144807072,-0.0008662838811704474
68.28871140368138,3.1697513477086767,-3.496080456211596,0.00029675897664993805,0.0006354167380913423,-0.0006032267982397844
64.21379773237659,22.336755085897725,-4.131758697400897,-0.0001470825705381886,0.0005302760241680548,5.254030829909444e-05
49.854740935288476,37.85915306750455,-3.7436278930511246,-0.00013647493077768852,0.0002765328751026514,0.0006249629306493713
37.63819727471734,47.92538152176554,-3.3014304926716,-6.934908354247139e-05,0.00017977179297311264,0.0012005618464469403
29.1785613579199,53.38316768283075,-2.8663141330303077,-0.00043393933128072626,-0.00012655534795447438,0.0013445855735987953
33.82562987905595,39.34700006000115,-1.7261563416171666,-0.0001728932606069885,1.4512042432408406e-05,0.0007074366381344924
35.88173849604232,20.97156052061857,0.04017732420028005,0.00012585061630509352,-0.00042829696978135244,2.662874363089234e-05
62.15250451784938,10.68042493475425,-0.93564697916264,0.00029540069748806543,0.00023053052704070486,-0.0007863095340991054
76.70794804332715,19.72353328913912,-2.8148015360325433,0.00010205339941430204,0.0006034664851583747,-0.0010466325207953752
63.979242628340316,39.019723963238036,-3.5327977793238707,-0.00020584873224423938,0.000271050726617267,-0.0004644995499521858
43.27118126868894,56.02690487652891,-3.451641687112852,-0.0005918430351267548,-0.00033946729172078873,0.00027011429190678554
46.94110809705583,53.84951967538154,-3.7962755540913626,-0.00048389741931170884,-0.0001351540750788405,0.0004967833945792161
60.35413630155923,37.20723523582344,-3.777032171854019,5.7958093361349235e-06,0.0002569419051037705,0.000291192310679086
70.75586136018184,31.24934753911246,-4.497166689327887,4.55363476232788e-06,0.0005856453501619142,0.0003522575424809283
68.83769509522261,28.042453370410104,-4.4107031721149985,-5.513977303441315e-05,0.0005550460331467811,0.00041046438114461265
60.08465611401767,20.04384641055497,-3.4611045925868464,3.7451510576774434e-05,0.0005594006089605355,0.0004941797366673854
38.8625429091697,17.498815133969337,-2.0735936275730915,0.00015334702766020203,0.0002025279280871289,0.0008487017421067702
22.434583515514213,21.513445165454932,-1.880545914411479,-6.846936883575366e-05,0.00020501715323185593,0.0011457746684175785
5.951975333289715,16.16743960421173,-0.8282637741775145,3.4732167927015465e-05,0.00015467381633188336,0.0011185026162539742
-15.327039297540365,9.993544403242268,0.7554014528751455,3.911886924717116e-05,-0.0002740903964944732,0.0012085093248433837
-24.1051946579876,3.3119864651807625,1.473998984328469,-0.0001970552272418818,-0.0005634736615750433,0.0008334335586668822
-8.154279130959429,-11.164559172842708,0.9824819305992281,-1.1012802538684012e-06,3.443505581425988e-05,-0.00027863196017021997
-2.281039850707449,-28.02236030030866,1.433818120057251,0.0004164183696538608,0.00021356901977108667,-0.0011409973863610525
-13.303344274190328,-25.932158479101833,1.5303328365341833,-0.00020794887711921781,-5.86338873856485e-06,-0.0012407437232249366
-32.62085645132569,-28.655299850407292,2.6799611576781306,-0.00011350322351988244,-0.0004701721716258071,-0.0009068553302091664
-39.320725409919326,-33.722895156483474,3.058393645866387,0.0003217828144915768,-0.00027370177034843944,-0.00053175985208222
-43.16758250728408,-28.7861742091225,2.414872351135854,-3.872727051539136e-05,-0.0003275021511117571,-6.832487584431442e-05
-38.08295747050143,-29.63762717340637,1.7218425583887706,-8.794872347446372e-05,-3.3248682728945736e-05,-6.724597823794212e-05
-34.547864693836004,-37.38311772531882,1.9895804147436094,0.00027098847862092,0.00015919997079709593,-0.00016994804604096922
-40.0624283241025,-36.18543926274971,2.210235591311307,0.00019500695412969052,5.8240058084483456e-05,-1.819445651584968e-05
-49.20942421410184,-34.14267855326163,2.531216643155202,-3.6428359996249578e-06,-0.00019233919212352315,8.915953148190917e-05
-48.274581709270535,-41.124210849172044,2.8572670504131517,0.00037895989452841575,0.00011954846607999746,-9.997390487842481e-05
-60.210982929963265,-35.463913933271726,3.2550882509874777,0.00019221621412726815,-0.0001232016057910366,8.832001791834086e-05
-73.13274136732568,-25.99176047049116,3.6029676383110303,-1.083386714823747e-05,-0.0004655006052089049,0.00023278118121383503
-73.37284678331302,-25.48786345637445,3.8916531565895593,0.00011801533699698616,-0.0005098510305162965,-8.67385671555587e-05
-60.475518155404544,-24.01051316577429,3.0852456565186324,1.1401695077277725e-06,-0.00030168366915984566,-0.0004879095176656706
-48.03558164970045,-19.26410672247605,2.1197687244610446,-0.00017602769871647014,-0.00017003773572423728,-0.0009867900367809038
-40.62675686164251,-22.428059847388113,2.1785001776114434,-8.452033896620163e-05,-0.00012397011848847068,-0.0013659968882137068
-39.89550987321768,-26.01555864671328,2.918186336924495,0.00016059379867449514,-0.000297407755685936,-0.0013629588231107192
-36.27046724720581,-19.401431329383744,2.52838200656345,6.779197409944512e-05,-0.00027539012541939994,-0.0010466796603371459
-32.80883798061205,-8.41072997279045,1.7661239218123823,-3.9617062509289036e-05,-0.00028198203276082266,-0.0006012669031796577
-23.69186070688619,3.945682386991252,0.5820222903722058,-0.00010726545616099054,-0.00012924409739617287,-3.867209099251334e-05
-13.333404542786411,10.014555789099683,0.018243315046841378,0.00013293575220641647,4.5190109160156784e-05,0.0003854901972135651
-4.698342052660885,19.528252900385976,-0.7984715422203265,-0.0001368124086952362,4.329617769183643e-05,0.0006718548721835333
7.621607931161056,22.767089003587472,-1.4349607905598738,0.000152449117331514,0.00024831468983039427,0.0006605768081451494
17.01782173568543,32.00357477070026,-2.4716845694933456,-0.00011183057787130044,0.0003438270162436164,0.0006897775409538869
17.900207593258912,35.6503858495339,-2.4040834679264003,-7.697927930796521e-05,0.00015028177417896607,0.0006766226028768076
17.87114711116638,37.97467078939139,-2.1052504487500654,1.1398499227301298e-05,-3.651175861283761e-05,0.000639220058751833
24.082923165245163,44.695413203679244,-2.6755927980027367,-0.00028264999725198547,-6.045075462124131e-06,0.0005428981429816959
35.37680271286882,44.71380825089055,-3.2278494478559394,-0.00025491606862900883,3.430339792803552e-05,0.000330641426440073
48.093909292290334,41.765457178845814,-3.480420793093084,-0.00023815653447028284,0.00023553168075749793,-3.619811651990846e-05
55.93773971813077,30.90068374886774,-2.788703350121295,-1.1874342721605275e-05,0.00024486851348484045,-0.00019743718133777727
57.77944658060198,27.726935274093588,-2.4724612919364595,-3.371690112694325e-05,0.000140379789317065,-0.00021588539009740704
58.130040761025555,30.999562621338082,-2.7408772971996065,-0.0003171992265883833,0.00016411877223845926,-0.00023030504738339022
56.416251776088,22.91977209568946,-1.9821620071933348,-2.50617542477483e-05,-1.2331472421394225e-05,-2.897197391143194e-06
61.19432653010994,17.25950528781809,-1.8781511521067469,0.00014718314470126833,0.00020651909215827359,0.00019751117200636002
61.95421398656142,17.90797706604113,-2.101017571010826,0.00015060971568520544,0.0002571894701948377,0.0005161254400383802
