Mode_1,Mode_2,Mode_3,Mode_4,Mode_5,Mode_6,Mode_7,Mode_8,Mode_9,Mode_10,Mode_11,Mode_12,Mode_13,Mode_14,Mode_15
-2.271270375758622e-05,4.776839475835975e-07,2.0058850783875005e-05,7.861918112009054e-05,-7.730336663871436e-05,-1.4604149540043313e-05,-3.245127294585674e-05,0.00020940521200312067,-1.9472271041480278e-05,-1.7747045683376154e-05,0.00035108265807522296,5.0627529032544065e-05,5.610921346875055e-05,0.0004397775594544691,0.00016819450172513272
-1.301750339997763e-07,-2.542786181602959e-05,7.907895731257723e-06,-4.760316849941084e-06,-3.5471660694676486e-05,0.00010541081138431772,3.479700377857134e-05,3.586420095109372e-05,0.000209874462785277,-6.116931771251431e-05,4.699438768616735e-05,-0.0003128016875644398,0.0001344219752713243,8.300160310051673e-05,-0.0002511620498666659
-2.4571587558666915e-10,-6.784654960280827e-11,-3.2673766590881165e-09,2.4759804841697695e-09,7.741147117828793e-09,1.389055001754587e-09,-1.1428005227260958e-08,-7.659278520840083e-09,1.3012061207797488e-09,2.1520495454820253e-08,-8.387378310515493e-09,-5.280202201092579e-09,-2.5698067645165247e-08,-4.025277829986383e-09,-2.556373813203163e-08
-6.767922451700103e-05,5.7293707322192e-07,-4.233628026258064e-06,0.0002582882532769962,-7.03047687110812e-05,-1.56094048510358e-05,-0.00028974440568164175,0.00042245046249351044,-2.972873486039992e-05,0.00032956988174445115,0.0007709889293255189,4.088593687782792e-05,-0.0002970621301899575,0.001056058885093044,-3.0304558763704707e-06
-6.869097037996267e-07,-6.650940182208809e-05,-8.123426185175524e-07,1.8589379336225893e-06,-3.958583942907231e-05,0.00027342820353270044,1.5558645075198864e-05,3.917583308521081e-05,0.0005233428624251263,-1.68542579565029e-05,6.082064835973324e-05,-0.0007840157844741474,0.00016635806935270532,0.0001709970769775145,-0.0007462946079409536
-6.601115875686199e-10,-1.596951716590186e-10,-8.246638661121088e-09,6.536822858515649e-09,1.9312347739614782e-08,3.392048493055942e-09,-2.8752207003435997e-08,-1.825416336041235e-08,3.0429868729576107e-09,5.3001112504964755e-08,-1.8946508928579872e-08,-1.250434875905692e-08,-6.212439058824818e-08,-7.649539287415586e-09,-5.997459079247908e-08
-0.00012742747412697853,1.1001627272053482e-06,-8.847423061751782e-06,0.0004760914240354842,-0.00012639819960021538,-2.776879061504909e-05,-0.0005270471609373553,0.0007576709835262536,-5.186235029125782e-05,0.0005893037927460935,0.0013504072151403273,6.848996434249627e-05,-0.0005202988105237535,0.0018024379891831883,-7.369566023330525e-06
-1.2749828822737797e-06,-0.00012097976574438004,-2.5200361941789673e-06,4.190357661549144e-06,-6.74692100836727e-05,0.0004838079534344538,2.3015063006150325e-05,6.542239159585151e-05,0.0009046464226933987,-2.1688662815519778e-05,0.00010033183931065042,-0.0013229672923730205,0.00027098344737382633,0.0002813989139083852,-0.0012364273365752937
-1.2609467208370627e-09,-3.430571427675218e-10,-1.4472810686925637e-08,1.183615484711694e-08,3.344001228627012e-08,6.132734514452831e-09,-4.9778457585648024e-08,-3.0377749594884155e-08,5.604762500720616e-09,8.94600441739984e-08,-3.00756749571435e-08,-2.1233523866064984e-08,-1.0217589063740571e-07,-1.0547130333913401e-08,-9.616518724662855e-08
-0.0001989974597335089,1.8078204785261788e-06,-1.3089968896558661e-05,0.0007261669145497812,-0.00019307640083829832,-4.197438667159605e-05,-0.0007861096736861357,0.0011281146479736651,-7.597385470431944e-05,0.0008555182945847823,0.001951062666491339,9.80970396912954e-05,-0.0007323227508925375,0.002516125116484577,3.81499597947592e-06
-2.0116955276355984e-06,-0.00018596246584054598,-4.44070565478836e-06,6.925509962824084e-06,-9.948986094087683e-05,0.0007235238774602495,3.145212180406245e-05,9.453806096009846e-05,0.0013192179801862788,-2.8021826456328027e-05,0.00014195923141998256,-0.0018742320662903423,0.00037887910836778533,0.0003890785800935683,-0.001702767641945898
-1.934548641301665e-09,-5.593229637445298e-10,-2.1441681765540998e-08,1.768079179097627e-08,4.8960346295162693e-08,9.189723080540814e-09,-7.205014699170632e-08,-4.3102470670164906e-08,8.33758021220377e-09,1.258663019391181e-07,-4.093327539543538e-08,-2.958129144177504e-08,-1.3936115684176732e-07,-1.3366430383812034e-08,-1.2648055187362485e-07
-0.0002638417491944034,2.4190811863426066e-06,-1.5972001863176228e-05,0.0009430827450358228,-0.000252863293684315,-5.426779226720712e-05,-0.0009971494490962226,0.0014350512442679085,-9.537932931593118e-05,0.00105257226290072,0.002407848445204843,0.00012204775311790047,-0.0008686958505396479,0.002992834328287729,3.284451116660432e-05
-2.681748053183112e-06,-0.00024502371782871187,-6.177429261053796e-06,9.35927882931852e-06,-0.00012746101983352568,0.0009330002414218079,3.858447473065373e-05,0.00011899425138642508,0.0016646469896935947,-3.37223341361313e-05,0.00017493009218104744,-0.0023018747126832126,0.0004625616206015117,0.00046697941883335435,-0.002031037087165603
-2.500981180564938e-09,-7.513268526544024e-10,-2.7398670278904332e-08,2.2513885216954002e-08,6.197408539742341e-08,1.1778882775959018e-08,-8.973508363169686e-08,-5.338454490747336e-08,1.0521648476405706e-08,1.5254681358489966e-07,-4.9238443795203524e-08,-3.5339232250650956e-08,-1.6364781046781737e-07,-1.6314370857281833e-08,-1.4281636025615558e-07
-0.00033468105062577406,3.120205256848061e-06,-1.7546603052446543e-05,0.001169409822188016,-0.00031878518352509554,-6.755627746091813e-05,-0.0012002451548154805,0.001740345660939314,-0.00011461876616598183,0.0012171352768331836,0.0028135918363138856,0.0001464648383884962,-0.0009555755862847646,0.003334920165380454,8.600116522311978e-05
-3.4150586842322613e-06,-0.00030979180978382617,-7.994269381174883e-06,1.1918880926742102e-05,-0.00015708783613827562,0.0011533952175752555,4.610016686392986e-05,0.0001437924621483038,0.002008105711718131,-4.04290881997163e-05,0.00020592562882448346,-0.0026889497416600298,0.000538889934997343,0.0005307199851997022,-0.0022864415898956095
-3.0821173168743956e-09,-9.583010352450552e-10,-3.362154178166264e-08,2.7375793685430592e-08,7.527188301205729e-08,1.4443541991457474e-08,-1.0664208000465297e-07,-6.343941875797717e-08,1.2602682395668194e-08,1.7539032139657372e-07,-5.6838972615249907e-08,-3.97879689896629e-08,-1.8078508167120274e-07,-1.9988813665935577e-08,-1.4976444788511118e-07
-0.00041059107216584494,3.875446828594285e-06,-1.8226233428573174e-05,0.001400644217522993,-0.0003883768654131656,-8.134491033543767e-05,-0.0013897198972934832,0.0020321761211623086,-0.0001328244031991324,0.0013424594348181804,0.0031440187127313867,0.00016948280088253224,-0.0009881897477737604,0.003511650608432788,0.00015716140483327157
-4.204885290163329e-06,-0.00037932155945829036,-9.839844188327033e-06,1.4545939890561658e-05,-0.00018772163891815378,0.0013792781170853152,5.3849122942534475e-05,0.00016815854384301092,0.0023359701750287213,-4.8176055403036076e-05,0.00023346889082522028,-0.003011566970531454,0.0006033184315137556,0.0005753424607026936,-0.00244572674830479
-3.6671590717138977e-09,-1.1751344382012387e-09,-3.9998277368690186e-08,3.2158821248738705e-08,8.852801596968091e-08,1.7109896412381252e-08,-1.2212815014047643e-07,-7.285229214516745e-08,1.4464968719813068e-08,1.9300006103983882e-07,-6.322208264821679e-08,-4.252232065576887e-08,-1.8918684778743456e-07,-2.4076589609089328e-08,-1.461305181815557e-07
-0.0004908362137875474,4.685214869248741e-06,-1.802084173601797e-05,0.0016330169422143635,-0.00046045624456184743,-9.545216485186295e-05,-0.0015599827912176044,0.0023019854324515467,-0.00014957547154483057,0.0014219017979646433,0.0033823030705942975,0.0001902491292198137,-0.0009628980003815974,0.0035069827764944044,0.0002411167435899309
-5.041043622103568e-06,-0.0004530981701366978,-1.1670816866708549e-05,1.7177411045724993e-05,-0.00021902242326837283,0.0016075245779547866,6.181200503331437e-05,0.00019161110234694915,0.0026400361062413483,-5.701176049680226e-05,0.0002565971824590136,-0.0032560711918229713,0.0006531853271383409,0.0005982428760649869,-0.0024982404756597057
-4.249622785881352e-09,-1.3992643214227058e-09,-4.647984711161665e-08,3.679887510939872e-08,1.0157492263570846e-07,1.9737575663674357e-08,-1.3580793501097458e-07,-8.140878314018303e-08,1.6041681017735272e-08,2.0461670045672991e-07,-6.816050614608956e-08,-4.3364882468355665e-08,-1.8826461908416587e-07,-2.836802976405722e-08,-1.3207492301161333e-07
-0.0005748925091034396,5.541334436523607e-06,-1.698151422378323e-05,0.001863589368307303,-0.0005339924245638346,-0.00010968151147477061,-0.0017067530212100715,0.0025428251057468573,-0.00016444616987087274,0.0014514612694802274,0.00351672250665854,0.00020776701270043216,-0.0008801015104279496,0.0033172162404756828,0.000330273372007763
-5.916670388596784e-06,-0.0005307149573078697,-1.344189533775396e-05,1.9752230286959952e-05,-0.00025070963112669366,0.0018354070415367062,6.998185865477184e-05,0.0002137249560006245,0.0029131373767610903,-6.693328633147587e-05,0.00027450851838909236,-0.003411859820222606,0.0006863336642871186,0.0005978516956378521,-0.0024387938321387796
-4.824923345384558e-09,-1.6273263937454426e-09,-5.301763748263044e-08,4.123880919275741e-08,1.1424601391261755e-07,2.228407621712916e-08,-1.4732686374424668e-07,-8.889403451190085e-08,1.7265505645020435e-08,2.0964520809979232e-07,-7.142790971321423e-08,-4.220188864489979e-08,-1.7782945279446205e-07,-3.252721346449948e-08,-1.0840269702228522e-07
