UX,UY,UZ,RX,RY,RZ
84.0539010417864,-15.897334876593318,-0.012238893757750833,-2.879374389155895e-05,0.0009253629775357801,-4.498242086905071e-05
68.64797585941139,-18.82693839951795,-2.1806596585589104,8.974408475458547e-05,0.00015045846182214575,-6.002196041902721e-06
48.08291855494462,-20.13603183977366,-0.7345319549109436,0.00016506797749292097,-0.0007340320553022079,1.8435313986489282e-06
56.33109215633505,-16.86325074924884,0.9022850358647332,9.674076462597969e-05,-0.00010799943145852819,-5.047181073999763e-05
70.32798542889243,-11.880654267852401,-2.325192228726879,-5.375920310184825e-05,0.0006262274032754831,-1.5057961303522578e-05
49.52793243851824,-9.705094866668444,-1.245741837955862,-3.464096080940116e-05,-0.00043638961826870677,0.00011643009558088778
37.51759163582523,-10.242475301558533,2.270618215804738,6.464509392831028e-05,-0.0014120699456745235,0.0001367509659636816
82.90483313846869,-12.267445912601987,-1.9860453315680664,5.8438754393494266e-05,-6.266830164573087e-05,-8.583019828337927e-06
139.37069746598945,-13.596742283540593,-8.202978981140067,-1.6262932375755224e-05,0.001993828178636574,-0.0001266847365297857
147.86428657362393,-14.57024161193585,-8.526940355246722,3.014311562017093e-05,0.0022496865709401657,-0.00011710883980435505
97.47825923913672,-13.149782163512981,-3.4350112835915643,9.686474326741963e-05,0.0006513954955511022,-8.52316924032753e-05
54.505255402623824,-9.051529976068068,-2.4911797294540907,2.641359091294255e-05,-0.00010190985117192862,-7.14062371911264e-05
36.64947573918926,-4.834100411192051,-2.510259258299901,-7.170235828179557e-05,0.00041382213539393716,-3.89754042872193e-05
1.8862620636301262,-6.57542568792286,0.6630571729062247,6.588394372300288e-05,8.488332396658349e-05,-3.228480395162868e-05
-40.46469065158213,-7.320680097711156,1.432994484237996,0.00020040457267964622,-0.0009123461059045203,-8.613747368290925e-05
-58.9614906499102,1.664402706402791,2.492476245913819,4.70402293840045e-05,-0.0010208784617360936,-9.349270240988238e-05
-52.42361985764338,13.55101247150269,4.010974756806891,-0.00019011733291004874,-0.00017418666295009245,1.037109877765231e-05
-50.02078707561845,16.810612074941815,2.082828353127182,-0.00017995250933608114,0.0001390574438106165,9.899550591235786e-05
-71.68085297978843,13.882756360096169,3.12038712090927,-1.817664401637558e-05,-0.0006976151719410731,6.885302558045494e-05
-74.96411276341944,12.576433570797699,4.314678433666547,1.8061624779021462e-05,-0.0007258309759191207,1.1136611075517491e-05
-52.19826599653159,14.485352485820517,1.1859481452528953,-5.8519557570152416e-05,0.00044868642927096356,8.114404931001932e-07
-54.23312436747429,15.11901933884756,0.10564494523126879,-2.3271096214401285e-05,0.0006359170726451854,-6.186738630917253e-06
-85.9031364622605,18.247222691574382,3.14256685830398,-2.311347690426599e-05,-0.0005465755929807544,-3.945840136993081e-06
-108.16458038147815,23.994709237695723,6.106594281385657,-0.00018929759203693985,-0.0014479019649793656,5.7521398615873274e-05
-89.48629063003496,22.52214513917604,3.585337111411141,-0.00020763913321553433,-0.0007798795854382358,9.19675796835146e-05
-52.22390150264369,11.628951447263056,-1.1000784801886188,5.9397703202252e-05,0.0003854155040863848,-1.704207056110266e-05
-39.55619071879638,5.660281572383616,-0.7039456831471983,0.00021470368977542523,0.0003755167914958656,-0.00015990568670847216
-31.866691322799845,11.585029758746765,-1.0398392960268639,3.895643945389453e-06,0.000249321527756151,-0.00013689988422407615
-15.920957516896749,18.629927698002007,-2.0100477603468847,-0.00018887878120162847,0.0008122101743251147,-1.062476933878119e-05
-20.431023876660422,17.7894339462072,-0.9190013138990236,-9.27858955838264e-05,0.0009579118183618415,3.9378859473017165e-05
-46.902496709008894,15.875669015620073,-0.1578961697751303,-2.4753136815277235e-05,0.00020871817244474318,4.1286893572563495e-05
-79.56700252050942,17.327005656937455,2.5788043555883937,-9.638991240962869e-05,-0.0006565472848610475,9.451394427320881e-05
