Mode_1,Mode_2,Mode_3,Mode_4,Mode_5,Mode_6,Mode_7,Mode_8,Mode_9,Mode_10,Mode_11,Mode_12,Mode_13,Mode_14,Mode_15
1.7164684716470277e-05,2.337356520851062e-07,-1.5491447589695485e-07,6.227606593229155e-05,8.176397591230468e-07,8.150794678541689e-08,-0.00012626057402775602,2.591976963503571e-07,9.15223021872383e-06,0.0002096326128089666,0.0003099555357665129,-1.815862424146446e-05,1.7291002375203063e-05,-0.0004216230577345713,2.7927326848010603e-05
-1.2081874637385223e-07,1.2541907067457538e-05,1.8635121829780395e-06,-3.569069363462258e-07,5.3798222151390954e-05,2.0655987824886293e-05,5.097485562756874e-07,0.00011283073596166723,5.21392959817674e-05,-2.4210997288798727e-06,-4.5331815293342895e-06,-0.00019119318470484353,-0.00011791980629631649,2.3921175457545716e-06,0.0002305895940442699
-3.42543808369997e-12,7.185278815006734e-11,-4.0864524923808054e-10,-1.7804215150571606e-11,6.495557831023742e-10,-1.635183876219816e-09,5.657133498597439e-13,1.5909440042436476e-09,-3.347858464839263e-09,1.9019716517963957e-10,-3.202115347018316e-10,-3.3783598667280767e-09,5.420523651190167e-09,3.7815244573514515e-10,7.0354242291580316e-09
4.6104566535317646e-05,5.22153223395036e-07,-1.638557198793637e-07,0.00016359320171194976,1.4954649915898124e-06,1.2083654098028114e-06,-0.0003231438393803579,-9.298395336607258e-07,2.5042660304376987e-05,0.0005202402157945073,0.0007456405678619789,-4.013823730533938e-05,3.72848413928098e-05,-0.0009808165037897406,5.7597367657401964e-05
-3.8323830757247906e-07,3.377157256839555e-05,4.934244790412038e-06,-1.1679216735217234e-06,0.00013936638403637421,5.304453205275684e-05,1.8078109754899268e-06,0.0002816582103297116,0.00012910118491920932,-6.853879201712286e-06,-1.2225872974879526e-05,-0.0004580176535747092,-0.0002805360386967394,7.289755082331577e-06,0.0005313998126748403
-1.1706801081007149e-11,1.8879579788871505e-10,-1.072937076191296e-09,-5.6477267517196236e-11,1.6458127666674672e-09,-4.135213863241743e-09,2.923837250843621e-11,3.885634512717657e-09,-8.160767983187309e-09,4.11731840300388e-10,-8.299133147179994e-10,-7.921622077420074e-09,1.268015895304206e-08,9.607376425428284e-10,1.5877744573596408e-08
8.52228244860081e-05,8.746216537198961e-07,-1.1625267599909199e-07,0.00029626980605563846,2.142485397786763e-06,2.8866524681524572e-06,-0.0005702121640301871,-2.9149766969821167e-06,4.472317027473054e-05,0.0008885839396013712,0.001228526421713944,-6.30074434708174e-05,5.747574536186032e-05,-0.0015511556778949611,8.424216457451265e-05
-7.500495878049577e-07,6.340191085346279e-05,9.353710027767421e-06,-2.2668874692010234e-06,0.00025358139464624126,9.680035470375017e-05,3.514682796075598e-06,0.0004961101052604309,0.00022802433700784842,-1.2506174329222417e-05,-2.1260953293058712e-05,-0.0007757830913389034,-0.00047614049909723734,1.2474179271117407e-05,0.0008633724988158799
-2.3861832524764056e-11,3.476859666476846e-10,-1.9810774593641064e-09,-1.119810709747181e-10,2.947368963547816e-09,-7.409290686935964e-09,7.840730926048652e-11,6.733824362675585e-09,-1.4152243299038138e-08,6.642270786307358e-10,-1.4600332212883206e-09,-1.3202243527231566e-08,2.1144054865533356e-08,1.6420091304057824e-09,2.5435279502968123e-08
0.00013249896088372701,1.2645640004840884e-06,-7.121575269144362e-09,0.00045140936940335936,2.720977569779884e-06,4.975013166554592e-06,-0.0008451676282936804,-5.3755270577763165e-06,6.58343532255832e-05,0.001269738189894831,0.0016807096258058857,-8.327607377493602e-05,7.444616691910004e-05,-0.0020135295457062233,0.00010257667816772104
