name,x,y,z
109,107467.0,101048.0,0.0
110,108667.0,101048.0,0.0
111,98067.0,114848.0,0.0
112,99667.0,114848.0,0.0
113,108217.0,114848.0,0.0
114,110267.0,114848.0,0.0
115,107467.0,114848.0,0.0
116,107467.0,113648.0,0.0
117,111267.0,113648.0,0.0
118,111267.0,114848.0,0.0
119,109717.0,98548.0,0.0
120,111267.0,98548.0,0.0
121,98067.0,98548.0,0.0
122,101067.0,98548.0,0.0
123,104867.0,98548.0,0.0
124,107467.0,98548.0,0.0
125,101067.0,99593.0,0.0
126,104867.0,99593.0,0.0
127,107467.0,101548.0,0.0
128,110367.0,101048.0,0.0
129,111267.0,101048.0,0.0
130,98067.0,107148.0,0.0
131,101067.0,107148.0,0.0
132,101067.0,106298.0,0.0
133,107467.0,107123.0,0.0
134,107967.0,107098.0,0.0
135,104867.0,106298.0,0.0
136,104867.0,107148.0,0.0
137,110367.0,107148.0,0.0
138,111267.0,107148.0,0.0
139,104867.0,108798.0,0.0
140,104867.0,109893.0,0.0
141,107467.0,108798.0,0.0
142,107467.0,109893.0,0.0
143,98067.0,110448.0,0.0
144,98067.0,113448.0,0.0
145,100067.0,110448.0,0.0
146,101067.0,110448.0,0.0
147,99667.0,113448.0,0.0
148,101067.0,113448.0,0.0
149,111267.0,110198.0,0.0
150,101067.0,114848.0,0.0
151,104867.0,114848.0,0.0
152,107467.0,106298.0,0.0
153,98067.0,101548.0,0.0
154,98067.0,104348.0,0.0
155,104867.0,113648.0,0.0
156,98067.0,101048.0,0.0
157,56347.0,110448.0,0.0
158,60347.0,110448.0,0.0
159,17367.0,114848.0,0.0
160,21533.0,114848.0,0.0
161,22400.0,114848.0,0.0
162,27767.0,114848.0,0.0
163,27067.0,111448.0,0.0
164,27067.0,112448.0,0.0
165,27767.0,113448.0,0.0
166,20667.0,109345.0,0.0
167,16867.0,111060.0,0.0
168,16867.0,111923.0,0.0
169,16867.0,112785.0,0.0
170,27567.0,110448.0,0.0
171,23267.0,109345.0,0.0
172,21533.0,108798.0,0.0
