Mode_1,Mode_2,Mode_3,Mode_4,Mode_5,Mode_6,Mode_7,Mode_8,Mode_9,Mode_10,Mode_11,Mode_12,Mode_13,Mode_14,Mode_15,Mode_16,Mode_17,Mode_18,Mode_19,Mode_20,Mode_21,Mode_22,Mode_23,Mode_24,Mode_25,Mode_26,Mode_27,Mode_28,Mode_29,Mode_30
2.280545755944782e-05,5.135403269351792e-07,-2.0142344133323646e-05,7.825196659324065e-05,-7.784558778657204e-05,-1.3773875533379346e-05,3.065883104061527e-05,0.00020940093446413123,1.9001580103698208e-05,-1.941420547773368e-05,0.0003505150836482657,5.0250632319384815e-05,-5.749325789588679e-05,0.00043924887751054176,0.0001692345013618705,4.932196569607884e-05,0.00029510977196650303,0.0005747390115193779,-4.795212133040952e-05,7.515911211885884e-05,0.000764308574573708,-6.260044306481231e-05,-6.090288758559431e-06,-0.0009293763164378284,0.00011751528942861789,9.747910156673823e-05,-3.987358778986367e-05,0.0011336456991661971,-0.0001113560635674639,-3.655049849685091e-05
-3.1389486695461755e-07,-2.5366425758963354e-05,-8.032701375680387e-06,-5.5165912288185275e-06,-3.442038147662027e-05,0.00010509991610198624,-3.541610024889853e-05,3.51946500515567e-05,-0.00020845767870816018,-6.175297921130514e-05,4.6511987736157936e-05,-0.00031026029735695734,-0.00013588016073108058,8.184053754665906e-05,-0.00024149132072518763,0.00037933157241826194,4.117678542586464e-05,8.368959190543125e-05,0.0006294807958678276,3.0143193569197715e-05,0.00012180585205020909,0.0007276494065054138,0.00019826631737665483,-0.0001964175771069433,-0.00040038658953650265,-0.000750918828768022,0.000302837749795518,0.00021065187341143832,0.0010093032771567093,-0.00035837269029831035
2.1811217946657953e-10,-5.0988387641627085e-11,3.2362856568234965e-09,2.432780302042957e-09,7.707541004309984e-09,1.2184048884665446e-09,1.1379458701140859e-08,-7.576013360851608e-09,-1.1305502661101178e-09,2.1427024224225746e-08,-8.2861119173844e-09,-5.141503284080903e-09,2.5654927610857937e-08,-3.940970954028754e-09,-2.5864845537563277e-08,-2.5990299087729097e-08,2.28336028975271e-08,-3.688101857082999e-08,-7.933476329812397e-09,4.075367964247624e-08,-2.9796595152144867e-08,-2.317705265257439e-08,5.150873553746155e-08,3.692855956168167e-08,5.0202979131235665e-08,-2.1130585522176803e-08,-6.80311845601856e-08,-3.923025323445778e-08,1.441475649502058e-08,7.702774370849317e-08
6.78571762909865e-05,4.5750393800522525e-07,4.072024216945084e-06,0.0002583007745717634,-7.166402901052513e-05,-1.4873351929993665e-05,0.0002867950335966704,0.0004247741684936398,2.950770367536987e-05,0.00032668909715231307,0.0007725845684324857,3.987947506073931e-05,0.0002948660147744014,0.0010573545181788403,-8.343541837458386e-06,-0.00031226575550091437,0.001115016858021778,0.0008231446320585045,-0.00024521701573153196,0.0008388255133883041,0.0013762290384467211,-0.000511562495780759,0.0007912517615546212,-0.0016150372555492438,0.0010354982887527207,-9.580612428148142e-05,-0.0010914823269922102,0.001997985948772895,-3.677577629403562e-05,0.0010152827270041994
6.241308859273907e-07,-6.621471192301228e-05,7.171391410065467e-07,1.7172526242939947e-06,-3.683371590980076e-05,0.00027310645385934687,-1.5484340434307944e-05,3.855668982027397e-05,-0.000522323147972022,-1.6785179538389143e-05,6.0446147515668636e-05,-0.0007825013808095388,-0.00016922745505748669,0.00016966462071187527,-0.0007307046822837989,0.0007414566539122114,0.00023139395202800256,-2.643879638042557e-05,0.0014101311426221578,0.0003073965778149966,0.00010141656243373428,0.0015104787526474593,0.0007422669564000815,-0.0002232697514734797,-0.0006012859192152365,-0.0017695258643916699,0.00027875355708759325,0.00023481132550107314,0.002238910522293796,-0.0003407699698348439
6.663823085902132e-10,-1.5534065699336688e-10,8.226049981472438e-09,6.58956749263037e-09,1.9296925920002887e-08,3.1629356404254796e-09,2.8838133994067533e-08,-1.8047808437644267e-08,-2.9639308539591366e-09,5.302314152307862e-08,-1.8755979644962364e-08,-1.2656835079663605e-08,6.216040710476828e-08,-7.51114422389485e-09,-6.121576167362965e-08,-6.133551291423011e-08,5.443022661786231e-08,-8.34036357559921e-08,-1.7911380287943877e-08,9.277573115327814e-08,-6.426506250809161e-08,-5.109344395807152e-08,1.1387522190871427e-07,7.701182438487272e-08,1.0779337526156073e-07,-4.5403422741298025e-08,-1.4130639988730492e-07,-7.860770226533801e-08,3.008597902817785e-08,1.5427386935542476e-07
0.0001277401035882563,8.791643833287107e-07,8.454502074346276e-06,0.0004758372202421888,-0.00012902748409504016,-2.6426591910553118e-05,0.0005211552377585936,0.0007616004246336227,5.1393709710973185e-05,0.000583330005707516,0.001352473031524977,6.667679325131644e-05,0.0005155482324409876,0.001803431809214321,-1.5938386471288032e-05,-0.0005262451032876077,0.0018400051727186426,0.0013612482375569086,-0.00039457484944819605,0.0013303418686564455,0.002193502230081814,-0.0007851028796313634,0.0012013675068631468,-0.002471609928100558,0.0015185355441951621,-0.00012980092345633263,-0.0015164903304951557,0.002919044793973661,-6.168420673630414e-05,0.001324101050866952
1.2337545699211934e-06,-0.00012045671568512413,2.4463007851483493e-06,4.095669319252285e-06,-6.240107109660739e-05,0.00048329262637281605,-2.2545093502121253e-05,6.420401765641879e-05,-0.0009029475388343164,-2.1058424858523688e-05,9.949058986294653e-05,-0.001320511031868749,-0.0002752540615907387,0.0002790357288077188,-0.0012113377123931421,0.0012091242492821704,0.00037985827558340447,-5.529310679721186e-05,0.0022418944017121695,0.0004957493157616816,0.00014666804881614695,0.00231708672395767,0.0011521355205129263,-0.00032062762589233235,-0.0008790700335018933,-0.002621515973119399,0.0003799841284747478,0.0003228905909040457,0.003177427724763161,-0.0004491434056658751
1.277665442829881e-09,-3.381451923598201e-10,1.4432533158086981e-08,1.1928585016583116e-08,3.3399266537424206e-08,5.754448818315408e-09,4.989653130116094e-08,-3.000927642167228e-08,-5.510634725067738e-09,8.943969439551562e-08,-2.974948323662658e-08,-2.153455259978087e-08,1.0214985039083918e-07,-1.0321375728766601e-08,-9.81218620523967e-08,-9.708396034655268e-08,8.545573798505132e-08,-1.269617479128916e-07,-2.6063346872167496e-08,1.3847521986170933e-07,-9.266237802846419e-08,-7.219281837359442e-08,1.6286046388859733e-07,1.0509953870126478e-07,1.459799398689138e-07,-6.258577938528163e-08,-1.8115605820057484e-07,-1.0105378828319633e-07,3.974449880756385e-08,1.851873400157739e-07
0.00019940860468746976,1.4640768892360183e-06,1.249147667155961e-05,0.0007256198581263861,-0.00019701629648097744,-3.9949368848023013e-05,0.0007772052192675614,0.0011337819038266812,7.534151549717229e-05,0.0008467078030262898,0.0019537867867259317,9.561658008233316e-05,0.0007255018701867607,0.0025171966666549797,-7.688619520035752e-06,-0.0007084724870363207,0.0024444887956354957,0.0018448635940177553,-0.0005082301212575891,0.0016613589011585535,0.002809554788808156,-0.000940093167920543,0.0014017532410610077,-0.0029860987297607366,0.0016928310807831635,-0.00011526055663522796,-0.001543978683980372,0.003283199039244009,-9.158525484870269e-05,0.0012022022708350522
1.9335114034779398e-06,-0.00018520101216624784,4.325976832289947e-06,6.757897565214482e-06,-9.191089730886139e-05,0.0007227499614709787,-3.0784354520186965e-05,9.275044860066534e-05,-0.001316648483657821,-2.7168525989258996e-05,0.00014074524608591546,-0.0018705088394910378,-0.0003849530966674152,0.00038574368312928445,-0.0016680154324703314,0.0016560699336223398,0.0005097326549400677,-7.658169991938125e-05,0.002951106488985608,0.000643429472770441,0.00018470659640605432,0.0029113380479178826,0.0014393478262504662,-0.0003849316525636606,-0.0010502998522698812,-0.00310815250340207,0.0004293554191602642,0.0003646545641614519,0.0035320635503396955,-0.00047910457017596254
